person_id,city,credit_card,amount,product_id,quantity,price,transactions
23629,CityA,4733020496564598,684.88,62,2,121.44,9
23630,CityA,6925994456998497,361.78,1,4,242.04,12
23631,CityB,2790492324300427,283.12,18,9,356.25,14
23632,CityB,5193466204620398,31.56,99,1,156.38,7
23633,CityD,6071034795526875,825.51,26,2,435.27,11
23634,CityB,9514390280191167,167.11,57,8,107.29,14
23635,CityB,2095700066027481,67.45,43,6,92.32,2
23636,CityD,2026694502319947,261.85,52,5,24.93,12
23637,CityE,6551457897044199,583.27,67,8,248.54,12
23638,CityD,9790723341645816,232.77,99,9,64.92,7
23639,CityA,3807771824445838,829.7,40,7,496.18,11
23640,CityD,2134189275479119,459.87,10,3,236.16,18
23641,CityE,4710615374294486,385.13,98,8,34.72,6
23642,CityE,7031109370865829,198.18,5,4,311.57,4
23643,CityB,7552051498302210,734.82,45,1,238.58,5
23644,CityC,4132684547086981,215.23,19,4,200.74,3
23645,CityC,5267655277225046,766.19,43,1,279.96,10
23646,CityE,6907967154900825,119.61,58,2,411.3,5
23647,CityD,3691134661615525,357.06,79,2,342.58,11
23648,CityA,2052472773535131,144.74,55,2,356.59,4
23649,CityB,3267893446548477,891.92,66,4,58.73,19
23650,CityC,1552357465823115,259.95,8,2,187.06,13
23651,CityE,7893095496329329,343.46,88,2,272.4,15
23652,CityA,3659055646657062,587.2,2,7,135.27,13
23653,CityE,5488951934032080,868.78,67,2,161.74,9
23654,CityD,5106621257975536,173.08,40,6,120.78,15
23655,CityA,3395417386492129,295.03,42,1,389.5,16
23656,CityC,1102079741792194,30.04,99,7,206.9,6
23657,CityA,6324683375728061,636.95,76,8,11.97,4
23658,CityB,5337308352685064,506.54,47,7,37.51,6
23659,CityA,4552995261626675,61.65,2,4,171.17,18
23660,CityE,5277801885954081,857.27,76,9,170.41,10
23661,CityB,8613704064097425,758.0,25,5,379.6,16
23662,CityC,6053591956157734,567.14,78,9,237.11,7
23663,CityB,9823943785614685,101.21,76,4,427.21,16
23664,CityD,9438731434118987,194.27,58,7,347.69,13
23665,CityD,6845462650708812,747.52,1,5,392.58,9
23666,CityE,9055255101376080,411.9,88,7,450.3,4
23667,CityA,6052769298880673,512.92,68,2,391.81,15
23668,CityB,3574930556468699,412.01,83,9,293.55,11
23669,CityA,3451040964743107,497.68,2,5,70.74,4
23670,CityE,4169601456422990,952.54,88,6,127.63,15
23671,CityE,9439324549921533,236.13,100,9,346.43,9
23672,CityE,6882566182535164,789.25,34,1,254.69,2
23673,CityE,4780634631281577,757.82,52,7,123.39,1
23674,CityB,6587068513014223,568.76,24,7,80.69,11
23675,CityA,2521238884895838,281.48,44,4,310.99,11
23676,CityC,8771333833152909,420.35,68,1,463.45,6
23677,CityD,1748240950192047,435.19,27,7,53.52,18
23678,CityC,4759362317966689,923.22,99,4,245.26,18
23679,CityE,1368865590642929,239.14,28,6,351.26,11
23680,CityC,5710947094418729,394.25,13,3,477.06,2
23681,CityB,2697387292751454,159.82,71,8,472.82,19
23682,CityA,3568462938024706,621.08,40,2,466.6,1
23683,CityC,5721381227900394,16.75,97,8,71.5,19
23684,CityA,9781092489864961,387.96,18,3,338.91,4
23685,CityA,5470872482657053,32.97,26,7,276.78,12
23686,CityC,2678020251846150,753.91,14,5,42.3,9
23687,CityC,8389046053484566,58.15,27,9,260.96,2
23688,CityE,5315894619259005,166.76,4,3,477.49,6
23689,CityA,4890809303486128,635.85,40,1,12.94,9
23690,CityC,3242335847848772,655.66,73,7,421.34,5
23691,CityC,8619926657239636,460.87,20,7,360.77,10
23692,CityD,8735126820853598,62.77,4,2,475.09,4
23693,CityB,5884692890247366,345.8,2,6,460.88,10
23694,CityE,8146536123550187,134.05,93,3,330.82,12
23695,CityB,5254032938135532,138.5,51,2,253.33,3
23696,CityA,7982778592969128,972.29,34,4,484.24,7
23697,CityC,9942117304812248,969.47,21,3,116.17,4
23698,CityE,2473946435697909,653.85,65,8,65.18,18
23699,CityA,2386276112276972,446.52,62,6,142.28,13
23700,CityD,2118194000747668,29.85,51,3,429.3,10
23701,CityD,6674444841469725,526.19,26,3,326.54,15
23702,CityE,1693727526913615,572.42,46,4,431.59,10
23703,CityA,1981416658097983,393.81,50,5,280.3,9
23704,CityC,3509609596722133,469.37,15,6,285.58,4
23705,CityB,7471613034918267,928.09,85,9,189.87,2
23706,CityC,2761923603977978,874.2,1,6,309.48,2
23707,CityC,7284602482094011,804.99,76,3,292.83,16
23708,CityE,9805190342963237,162.83,53,6,495.53,14
23709,CityB,9483307866854994,466.9,96,6,80.43,8
23710,CityC,5247345685480408,582.82,4,2,421.76,10
23711,CityE,3353421291026175,148.98,15,2,180.0,9
23712,CityC,1964493801237272,574.06,46,8,182.47,1
23713,CityD,9466523644604736,85.12,69,4,241.61,8
23714,CityE,4030098406697611,337.53,87,2,87.94,14
23715,CityE,5428548161898352,457.08,79,7,237.75,17
23716,CityA,1920384612105528,157.38,67,9,97.03,8
23717,CityD,3079490262518555,343.31,60,3,16.12,14
23718,CityB,9850640301097192,510.41,42,6,143.57,18
23719,CityA,3427375955615885,678.71,10,3,416.19,18
23720,CityD,3893671050330720,249.37,56,5,215.85,5
23721,CityE,7324864772254426,500.31,51,4,393.33,19
23722,CityA,1314838134763295,731.56,88,5,37.61,10
23723,CityD,6952778225879502,574.84,12,1,20.63,8
23724,CityB,6751086776275645,632.25,21,7,438.82,9
23725,CityD,4331077128503774,860.24,20,9,198.74,14
23726,CityC,6478084680247601,606.88,66,4,208.47,9
23727,CityE,7998698292554341,119.93,10,9,283.39,8
23728,CityC,2483098577883836,601.83,2,1,221.18,18
23729,CityA,5227874819910549,785.75,67,2,178.99,15
23730,CityC,9379918522069663,922.04,18,9,192.33,3
23731,CityC,8977363696010939,930.59,94,8,151.95,8
23732,CityA,4775021554794755,432.94,32,1,438.09,2
23733,CityC,1019656890268775,466.01,38,2,367.4,15
23734,CityA,4576089562884622,340.53,66,7,134.91,17
23735,CityA,7466710036669197,809.45,64,7,67.02,3
23736,CityB,4878985801318934,154.47,5,9,188.36,5
23737,CityC,3684077338376011,303.85,79,4,173.26,9
23738,CityD,5559068642614619,883.48,91,1,228.68,16
23739,CityE,6587385663213063,537.8,2,2,33.79,2
23740,CityC,3276047583756673,860.5,34,3,229.14,10
23741,CityA,8694855483506019,257.94,95,4,225.63,17
23742,CityC,5841896389801166,410.28,71,8,59.43,8
23743,CityC,7556334665281016,322.97,16,1,372.59,9
23744,CityA,3421698771910504,899.19,13,7,451.16,14
23745,CityB,1963043328338718,90.7,84,8,441.74,11
23746,CityC,9520889585172586,161.77,72,9,344.43,19
23747,CityE,7440751773821555,519.49,9,9,320.33,15
23748,CityC,5134141856458384,800.6,36,6,339.64,11
23749,CityE,6198695315225601,311.84,70,8,145.01,13
23750,CityC,6946038181627587,607.75,100,4,20.98,18
23751,CityE,6251297664317947,50.36,27,2,272.91,15
23752,CityB,5601912194144531,832.33,89,4,54.55,13
23753,CityD,5595878986808460,782.44,11,5,244.45,11
23754,CityB,7145695707361938,142.89,9,3,121.73,9
23755,CityA,8200598690338387,431.32,82,9,423.67,12
23756,CityC,2312597559052314,998.24,96,9,313.96,14
23757,CityE,8209855056476582,947.23,88,9,120.39,15
23758,CityC,7634891895467933,215.71,6,8,393.45,14
23759,CityA,7047338307389215,729.46,26,1,496.29,3
23760,CityD,1456489840328223,153.93,35,3,119.06,17
23761,CityC,7102415394531133,133.14,37,2,78.1,16
23762,CityA,8768306176512865,219.14,86,4,24.89,12
23763,CityA,4506687386852040,590.63,38,9,497.9,13
23764,CityE,2780870296564892,872.66,73,8,441.81,19
23765,CityE,2687146225070584,247.09,100,3,124.1,11
23766,CityA,9382857156282950,748.95,34,2,123.9,3
23767,CityE,8838363619348361,226.37,59,7,58.0,7
23768,CityE,2068200314723391,842.85,38,2,379.16,16
23769,CityB,1545487026712472,153.75,70,9,144.58,5
23770,CityD,2845159111490102,12.55,72,5,185.82,19
23771,CityB,6849868972947305,841.18,17,6,493.02,2
23772,CityC,1183381521065726,527.31,20,5,243.94,6
23773,CityB,7947977746441328,166.85,81,8,249.96,19
23774,CityD,4716843269568409,331.74,52,5,261.62,4
23775,CityD,6514091983153158,672.93,36,3,91.33,9
23776,CityE,8268368035064140,111.22,33,5,352.62,5
23777,CityE,3936415359198140,488.87,56,8,356.94,2
23778,CityD,5869019116361638,520.35,20,7,166.32,13
23779,CityC,7533573077832196,560.47,90,2,248.33,7
23780,CityD,1485382779106091,412.93,12,5,249.57,14
23781,CityD,9504873977555151,956.45,7,5,409.94,9
23782,CityA,7266784007651407,41.81,62,2,251.14,5
23783,CityC,8480338385334245,175.94,42,6,98.96,5
23784,CityA,3260388073319315,350.18,68,1,380.02,14
23785,CityA,3518621676750906,649.39,52,6,65.24,11
23786,CityE,1208019048182988,392.7,55,8,162.4,5
23787,CityE,1525465198483725,570.5,30,4,175.23,9
23788,CityE,4400328175119831,484.96,83,8,475.67,1
23789,CityA,9378032073809193,940.67,45,7,45.53,6
23790,CityB,6233089768011698,534.86,54,8,148.67,2
23791,CityA,3449205530960886,763.93,86,3,476.22,17
23792,CityD,2351205926805638,286.34,66,9,332.83,7
23793,CityD,3628350619241019,829.44,66,4,443.72,13
23794,CityA,8099018646024832,506.86,25,3,329.21,13
23795,CityD,6914549679974001,786.15,15,9,265.28,14
23796,CityC,2963207098369498,882.24,9,4,285.31,16
23797,CityA,4008726489949706,804.2,46,9,324.86,15
23798,CityB,1246837133224044,593.1,59,4,372.15,13
23799,CityD,4855199293638898,845.93,98,1,257.29,7
23800,CityA,6038213945087998,373.62,51,9,131.88,9
23801,CityB,1206749693859369,265.19,82,4,455.48,18
23802,CityD,9837196837018935,353.71,69,6,111.38,10
23803,CityA,6394628722169682,461.5,35,8,179.45,17
23804,CityD,9554681490864666,943.48,45,5,250.42,7
23805,CityA,5639355193252815,683.05,83,3,148.27,11
23806,CityC,8556202033910272,299.15,81,1,298.63,12
23807,CityA,3329782737022097,275.15,74,2,168.93,1
23808,CityD,4156891357615115,672.05,34,1,136.83,5
23809,CityE,7656457312515406,66.69,16,1,42.5,1
23810,CityD,9118158601843021,636.91,44,3,72.67,4
23811,CityD,9123876569919581,545.28,42,1,137.08,13
23812,CityC,7650211837229234,518.67,19,4,411.51,3
23813,CityC,4047343646727197,101.91,24,6,430.38,6
23814,CityE,8388289146613544,750.61,58,5,218.1,14
23815,CityA,6517553896318567,507.02,61,7,364.09,12
23816,CityC,6728271823420612,662.0,15,4,77.36,13
23817,CityD,6296491160414241,913.34,85,9,497.43,15
23818,CityC,3228877099485391,569.8,99,9,214.01,3
23819,CityE,9119078060384380,756.07,15,7,63.86,11
23820,CityB,7450451216207368,752.32,67,9,372.18,6
23821,CityA,8260947541423495,134.49,1,8,100.31,16
23822,CityB,4046891510991987,961.85,68,4,126.87,2
23823,CityE,9295474701955538,555.47,50,4,235.62,7
23824,CityC,5346563639963092,277.1,72,4,492.38,1
23825,CityB,4955342788639305,349.72,51,2,123.22,15
23826,CityE,5877217353464614,116.55,52,3,353.6,13
23827,CityD,2705364960166196,877.54,75,2,224.37,16
23828,CityC,4660476656207424,262.5,49,2,400.37,10
23829,CityE,4727058181999218,859.6,53,4,250.02,5
23830,CityE,8284153543213306,450.27,6,5,239.82,13
23831,CityA,7229886209437212,467.37,97,4,464.31,11
23832,CityA,9583733097374921,14.07,79,1,495.11,8
23833,CityB,7293929076538572,864.48,91,1,271.52,17
23834,CityE,6184212220679051,281.43,50,7,130.87,13
23835,CityC,2259374987305829,524.11,33,9,254.55,13
23836,CityE,1122433416881765,113.04,40,4,418.99,7
23837,CityE,6234827659136819,852.82,83,1,306.37,5
23838,CityD,2690322173378415,763.41,8,7,150.86,13
23839,CityB,4690907208519255,793.98,83,4,360.48,8
23840,CityB,2553022968345641,534.62,36,4,302.39,14
23841,CityE,6376336264411188,589.68,82,7,334.43,6
23842,CityA,5002239817459950,904.59,100,9,383.97,16
23843,CityE,3245872078288516,783.08,64,6,330.36,1
23844,CityA,3980419292512804,551.63,78,4,37.04,18
23845,CityB,3198055998853358,89.34,58,6,42.12,8
23846,CityC,2461328181751314,779.57,8,5,43.44,3
23847,CityB,1626552518761543,904.43,100,3,241.38,12
23848,CityE,7597744429511982,937.43,93,7,105.96,11
23849,CityD,8139422149617502,247.88,63,1,366.9,18
23850,CityD,9556107137851676,231.67,12,1,391.44,18
23851,CityA,3858076989726753,630.19,4,2,262.48,15
23852,CityA,4319509321909587,60.33,49,2,453.89,14
23853,CityC,9012271751506089,903.89,61,2,233.61,18
23854,CityB,1553057732882139,823.93,37,8,33.72,13
23855,CityE,3254148349931820,281.99,13,8,14.61,18
23856,CityA,4331212992193387,14.08,13,8,36.44,12
23857,CityE,9885238524162828,878.66,100,2,278.45,9
23858,CityC,2583120666085746,376.35,77,9,162.46,6
23859,CityC,3800942395779354,988.63,43,4,143.96,6
23860,CityB,1161188496255757,304.47,67,3,334.4,11
23861,CityA,4771248832041131,276.54,6,4,368.77,17
23862,CityC,2354667268126310,789.74,62,3,24.36,2
23863,CityA,1482112569644798,110.45,48,2,146.72,16
23864,CityD,1396626777779294,166.01,8,6,486.5,11
23865,CityA,6416033690692861,692.59,22,2,188.82,9
23866,CityD,4358804929335438,963.84,63,9,483.13,7
23867,CityD,6562852864305325,294.85,41,6,419.62,19
23868,CityD,9650737602989274,384.12,44,2,290.06,16
23869,CityA,3565065891856822,410.53,60,1,323.71,7
23870,CityC,1933265790178136,138.08,2,4,452.28,7
23871,CityA,2594927869919810,994.3,76,1,41.33,18
23872,CityB,3115322032422410,286.9,47,1,396.88,16
23873,CityA,2886394072876676,791.06,31,9,328.86,3
23874,CityC,6439173173215937,563.51,66,8,342.26,19
23875,CityE,6913881223001672,949.98,11,9,381.95,13
23876,CityC,3160961550687882,135.27,93,9,54.56,18
23877,CityB,5709049686364234,860.07,7,4,417.58,3
23878,CityA,3180614519352459,143.27,69,2,167.11,6
23879,CityD,6979432797879202,971.51,63,7,446.67,12
23880,CityC,8247116989376910,711.55,22,5,181.21,8
23881,CityA,3394983077422691,826.1,23,7,341.29,9
23882,CityD,4409150489692152,61.88,31,9,224.61,16
23883,CityC,4920169997779967,409.48,35,4,52.53,2
23884,CityA,9811407708399945,883.14,89,9,310.4,1
23885,CityE,5268325358996847,712.29,47,8,354.43,4
23886,CityE,4739851785885250,175.18,84,6,314.65,15
23887,CityE,9749147908825508,463.37,34,4,227.42,2
23888,CityE,9867124563955196,499.43,29,7,457.01,7
23889,CityC,6365036313620810,963.18,38,6,33.42,7
23890,CityB,5545130567020248,964.23,26,4,494.74,16
23891,CityC,7812263239174233,689.71,95,2,21.24,11
23892,CityD,7455449733642092,544.86,19,4,131.9,18
23893,CityB,5997329777605964,720.62,81,9,65.1,9
23894,CityD,4214410138650777,837.4,32,3,52.8,10
23895,CityE,8720039112664443,694.76,63,7,251.22,4
23896,CityE,5965626840986928,336.65,58,8,285.41,7
23897,CityA,7988662563415270,274.82,4,7,52.46,17
23898,CityA,1448492084485907,555.57,64,8,169.77,15
23899,CityE,8897386874957739,30.03,99,8,291.35,10
23900,CityB,3454001360515305,783.98,37,7,319.73,17
23901,CityC,2457340119151174,907.99,92,8,12.74,13
23902,CityB,5084551228099169,959.29,52,3,458.35,16
23903,CityE,7390934119187779,84.78,31,6,101.1,4
23904,CityC,9007500760198660,352.64,28,9,209.93,17
23905,CityC,9427603075339480,445.87,49,6,160.16,7
23906,CityE,4958718012280198,940.83,93,5,358.74,9
23907,CityC,8862408026235663,420.61,36,9,161.48,4
23908,CityE,3234213967143975,947.42,96,1,395.06,18
23909,CityC,9885351395769502,958.06,28,8,460.44,18
23910,CityE,3353201998112531,401.82,99,4,202.92,12
23911,CityE,9167373217452615,696.79,49,6,232.33,11
23912,CityA,9781915249897896,250.32,31,1,397.35,3
23913,CityA,8996611860629476,194.7,20,9,455.33,7
23914,CityD,3614943825187018,558.73,29,5,313.48,11
23915,CityA,8328987528428718,956.91,76,9,389.71,19
23916,CityE,7861033789280594,436.24,73,6,17.16,11
23917,CityD,7282813809051303,398.08,9,8,139.86,16
23918,CityD,9833277945110735,885.92,20,1,260.83,10
23919,CityB,7488928418347169,26.98,53,4,425.27,19
23920,CityA,9196143243066442,904.89,27,8,293.81,1
23921,CityD,3243418000081640,648.95,60,6,8.79,9
23922,CityA,7476751682617674,649.16,80,3,166.06,18
23923,CityB,6144569595511922,691.57,3,6,271.28,17
23924,CityB,9976735535857535,51.39,67,2,314.61,14
23925,CityE,8871146023874784,839.18,28,9,14.59,2
23926,CityB,7047055105102761,748.99,7,9,16.19,2
23927,CityB,9392655984078535,565.22,71,1,88.13,9
23928,CityA,2944187721011316,354.66,13,2,10.86,2
23929,CityE,2906271710930866,608.9,51,6,400.18,4
23930,CityE,6499353469205382,268.9,27,5,251.74,1
23931,CityE,6316693317034888,37.36,99,4,27.27,3
23932,CityE,6998964607754906,337.29,93,3,480.97,15
23933,CityD,1687858721453752,960.07,38,8,192.71,11
23934,CityC,9231768862663875,414.11,69,8,31.55,11
23935,CityE,7932626941626678,601.6,79,6,283.8,5
23936,CityC,7322618931466242,690.9,7,5,186.59,13
23937,CityC,5203520639341960,778.3,9,8,230.58,1
23938,CityA,2138360719939665,147.1,27,8,11.23,5
23939,CityC,1883523430729296,51.68,4,3,485.55,11
23940,CityA,5903123918955531,566.02,96,7,193.47,2
23941,CityB,9203998727840665,390.86,79,2,444.86,15
23942,CityD,9159255359907393,892.24,4,4,498.32,14
23943,CityB,1740032339364851,781.68,67,7,29.52,12
23944,CityE,6945968179491242,361.82,51,5,399.17,19
23945,CityC,3241271217021470,783.93,48,6,393.56,14
23946,CityB,3271934572395566,534.16,80,6,112.92,8
23947,CityE,7863320922806625,172.31,55,4,70.29,13
23948,CityC,4583583637225899,939.79,61,4,120.26,17
23949,CityA,1056253204765417,630.16,72,5,160.61,6
23950,CityB,1904652304614230,393.31,9,1,328.39,15
23951,CityA,2510927653686923,209.14,9,4,76.08,19
23952,CityA,1778659048959586,855.27,91,7,142.39,15
23953,CityC,6298910509271887,755.29,71,3,258.88,14
23954,CityE,4587686275167588,783.66,14,6,441.14,13
23955,CityA,4661765626824719,294.85,10,6,356.04,2
23956,CityE,5519795623593369,213.3,40,8,256.83,19
23957,CityD,4626557904660414,720.94,73,1,183.04,13
23958,CityE,7583170562961663,738.59,36,2,330.65,13
23959,CityB,3040298997796216,436.35,57,5,91.49,11
23960,CityD,9833456620590732,519.0,30,1,397.78,19
23961,CityD,6046729818438900,606.2,76,6,489.88,4
23962,CityB,9184829767088020,37.88,81,9,349.85,3
23963,CityA,5859862350154329,568.47,98,9,321.82,7
23964,CityC,5904493944607520,716.6,42,5,435.64,10
23965,CityE,4083207873746221,738.23,16,8,125.39,7
23966,CityC,2757018715522390,129.26,68,8,117.51,2
23967,CityA,7478099346286581,92.84,86,9,398.87,17
23968,CityD,6007811677451593,504.4,61,5,177.28,16
23969,CityB,9855275629342523,612.04,36,7,494.09,9
23970,CityC,3371015294936581,738.82,57,7,326.6,15
23971,CityB,7327592744545318,344.37,83,6,122.1,13
23972,CityB,5668806484042038,37.37,80,9,31.98,19
23973,CityB,8384472304244119,735.1,26,1,477.36,4
23974,CityD,6769193461336600,797.23,10,8,148.77,5
23975,CityE,7153096525458413,225.75,62,9,109.33,12
23976,CityE,5245506868289812,532.05,89,1,191.2,10
23977,CityA,8697343150732814,229.08,60,7,369.62,1
23978,CityA,4032402427088313,983.22,85,3,304.15,11
23979,CityD,6139020584110273,680.41,69,9,194.3,1
23980,CityD,6400323305594635,606.16,7,2,126.51,8
23981,CityC,3761889711680619,629.59,25,1,436.0,11
23982,CityA,2188770949629592,395.14,91,9,369.27,1
23983,CityC,9346129666124724,554.9,40,7,122.06,19
23984,CityB,2002048096147978,752.04,76,2,384.38,6
23985,CityE,3571081316904713,341.43,20,2,407.86,9
23986,CityB,4478181127563289,242.36,3,5,282.3,10
23987,CityE,5037326365173678,933.08,43,9,290.39,17
23988,CityC,4702964257230981,976.26,55,7,413.76,13
23989,CityA,2061672138066607,113.26,12,8,260.76,14
23990,CityE,3149289578184283,663.12,100,5,110.87,10
23991,CityE,3955606943201612,215.44,71,8,73.88,17
23992,CityD,5223958752694099,884.94,60,7,51.73,1
23993,CityB,1629987743819083,646.59,37,1,72.99,7
23994,CityC,3628036695922465,673.26,32,7,355.01,14
23995,CityD,5507349210818774,242.27,14,7,25.3,8
23996,CityC,9031443487754804,647.91,70,3,438.95,16
23997,CityB,9241974642279371,874.14,72,2,169.79,16
23998,CityD,2121228756354965,501.8,72,1,197.26,1
23999,CityB,5139951672431162,919.65,44,9,16.57,16
24000,CityA,6337447786245620,147.2,46,5,447.44,11
24001,CityE,5359762157974157,160.02,71,7,108.17,11
24002,CityD,5430535069115298,452.17,81,2,465.8,4
24003,CityB,4037071339287652,13.66,7,6,76.26,3
24004,CityE,4998149857397711,863.72,32,2,88.91,17
24005,CityE,9932134860719446,465.54,30,4,87.03,13
24006,CityA,8581309828025014,899.32,81,7,45.7,10
24007,CityA,5712592818790917,753.25,3,8,280.74,6
24008,CityE,3596511153837397,162.88,4,9,410.93,5
24009,CityA,8330354243487618,318.61,28,6,303.93,5
24010,CityC,1554162409716223,394.16,4,8,314.05,4
24011,CityC,4443150713972240,158.29,63,6,489.36,19
24012,CityC,8534094632042459,260.21,37,5,423.47,15
24013,CityE,8527035518823999,944.05,51,2,259.47,19
24014,CityC,4535725511867300,893.22,15,2,90.76,18
24015,CityE,9090452313678173,593.25,1,6,315.23,15
24016,CityD,7903786153026132,536.28,24,3,315.99,6
24017,CityA,5289794432189208,388.83,72,8,128.25,17
24018,CityB,1383996709588086,558.79,72,4,84.84,9
24019,CityB,5978764845826115,781.6,76,1,326.21,6
24020,CityD,5394560823542074,597.3,23,6,356.57,2
24021,CityA,8392063085078957,450.2,26,9,405.22,12
24022,CityC,3066459258838914,526.3,90,2,481.2,11
24023,CityB,8742961344584062,801.24,59,8,387.39,6
24024,CityE,3817515277310410,323.26,66,4,184.8,9
24025,CityB,9942655121627315,958.12,79,4,218.84,10
24026,CityD,9412144807900360,39.62,51,6,249.35,1
24027,CityC,2549364616258307,61.03,90,4,246.32,5
24028,CityA,1542637432267970,542.44,44,5,319.76,1
24029,CityE,9845217127741827,774.86,71,7,151.82,19
24030,CityA,7064854999955353,462.35,95,8,200.77,16
24031,CityE,5056413367363133,748.84,50,9,359.29,9
24032,CityB,3384718561661184,418.7,29,3,213.68,19
24033,CityA,1224004461895496,984.96,67,9,253.08,2
24034,CityA,8463238548751616,281.34,87,5,436.38,16
24035,CityA,7726533705462674,559.62,16,2,199.74,1
24036,CityD,2520084800100554,91.49,81,4,349.56,19
24037,CityA,9957468073697952,752.31,12,3,370.54,8
24038,CityA,3751215665310983,657.85,32,9,457.05,3
24039,CityD,9179407822820093,51.69,53,1,343.67,15
24040,CityE,1136193272154507,430.92,38,3,482.59,3
24041,CityB,3702873248805909,293.96,37,3,56.73,14
24042,CityC,4735245293946175,220.92,90,9,350.68,17
24043,CityE,8873195585329118,108.02,58,1,476.3,7
24044,CityA,2510378520358014,345.1,68,3,138.18,11
24045,CityB,3945473649935254,380.61,14,6,249.76,14
24046,CityA,8536799312881835,385.55,76,4,352.97,6
24047,CityA,4364680689249779,110.78,86,2,369.87,13
24048,CityE,1863747397046931,214.46,24,4,250.69,15
24049,CityC,9887184261727303,327.6,39,6,286.46,15
24050,CityA,8587986912940061,494.35,39,2,220.28,9
24051,CityC,8217373413823972,724.4,54,3,150.56,9
24052,CityB,8898778193433470,541.33,26,1,282.51,7
24053,CityC,2388656655192204,194.69,72,9,243.66,7
24054,CityD,6738239416075229,206.01,27,9,220.89,19
24055,CityE,1917471392046643,630.61,74,7,370.68,6
24056,CityB,4730271030023132,270.3,48,8,469.22,6
24057,CityB,6813782140175418,888.13,11,8,62.88,4
24058,CityB,6647249681218668,58.7,9,8,37.86,14
24059,CityE,9666439210328095,405.53,49,5,51.33,8
24060,CityE,2959460395614721,731.0,21,5,467.28,6
24061,CityB,1273080896776771,595.58,51,8,131.22,18
24062,CityD,6770085165379094,619.62,83,2,376.8,9
24063,CityB,8293081378849929,595.29,51,4,238.12,7
24064,CityC,1352620346003195,521.47,30,1,365.03,4
24065,CityD,3239321401653546,381.7,67,5,210.82,6
24066,CityA,8899183837934357,822.71,95,7,185.98,11
24067,CityC,8486048427172819,284.56,35,1,323.97,9
24068,CityD,2312715102914751,761.47,44,5,269.08,12
24069,CityE,4287310230493717,434.11,31,2,333.14,5
24070,CityE,3684193803334770,747.67,94,3,190.28,11
24071,CityB,2764226752266278,738.59,8,3,396.67,6
24072,CityD,3546927208346348,104.64,22,4,165.69,13
24073,CityC,7304147215380459,169.6,42,3,16.78,2
24074,CityD,8815940110183983,685.46,57,1,357.7,1
24075,CityC,2361808435683038,180.42,61,8,353.5,16
24076,CityD,5973942333122497,148.58,10,7,36.02,8
24077,CityD,9752377753426253,856.0,32,8,197.85,15
24078,CityB,8898699464166747,767.2,19,6,241.24,19
24079,CityA,7232603491093847,625.1,21,9,124.51,3
24080,CityD,6374573566301756,854.23,79,9,301.76,13
24081,CityE,8863155615932554,325.75,70,2,218.25,7
24082,CityD,4396546800220259,289.75,40,2,151.67,13
24083,CityB,7330959156098370,898.33,100,6,162.08,16
24084,CityA,8350485535548240,386.54,22,7,71.97,2
24085,CityD,9081010354576122,264.69,55,3,302.35,2
24086,CityB,8959485827962440,850.27,23,5,89.05,9
24087,CityB,7247663741179749,480.15,33,8,199.25,13
24088,CityD,5305651043653188,910.33,94,3,469.79,4
24089,CityA,4786270879299043,352.25,78,7,119.52,4
24090,CityB,3275844162977817,393.97,46,2,50.81,5
24091,CityC,9571189978041534,949.63,72,9,141.94,4
24092,CityE,3807277985748887,199.08,23,7,342.63,12
24093,CityA,3964592135825156,780.14,72,2,211.69,3
24094,CityE,8003771469763024,390.74,67,6,399.32,14
24095,CityA,8840187999101410,693.98,37,3,406.41,4
24096,CityB,3508896715599814,119.97,53,3,259.83,8
24097,CityD,1575240209025667,663.61,40,3,64.82,1
24098,CityE,4524885424896411,299.83,5,1,429.1,13
24099,CityD,2867470074884275,503.99,30,5,429.73,10
24100,CityD,5699812907017446,568.39,18,2,285.94,1
24101,CityA,7063007965533786,123.26,75,4,309.77,8
24102,CityC,4892147354990553,213.9,46,2,418.35,19
24103,CityB,9709393187978919,962.32,35,3,303.9,1
24104,CityA,7624254442372348,15.55,67,6,172.87,19
24105,CityE,7566834240631581,488.24,75,2,338.49,11
24106,CityB,1954924998059484,686.58,80,1,53.07,18
24107,CityD,5570570730700539,534.56,16,9,464.24,7
24108,CityD,1375136921911475,205.62,6,7,437.24,5
24109,CityC,3109359385079268,182.14,11,5,401.81,15
24110,CityA,4430486993385087,131.85,85,4,68.66,17
24111,CityE,5783497921403182,620.66,39,3,24.77,9
24112,CityD,2251393465967913,351.94,1,8,496.05,5
24113,CityB,7530372492297555,586.97,67,5,426.84,15
24114,CityD,4614778963514029,910.32,68,2,91.06,7
24115,CityA,8421161332598416,878.56,34,7,350.88,10
24116,CityB,4636934280869451,202.29,29,3,376.2,12
24117,CityA,1332595556896490,685.88,84,2,85.99,2
24118,CityD,6695923870060279,832.67,95,4,444.4,5
24119,CityA,5049359490804809,702.13,9,6,101.17,14
24120,CityD,7191137600465888,274.55,72,1,24.83,10
24121,CityA,8645988413187244,394.7,87,3,304.14,14
24122,CityC,6180622859412649,500.14,15,8,71.24,2
24123,CityA,1320927030601091,796.34,18,2,91.1,10
24124,CityA,7099684666943500,880.21,1,3,84.08,12
24125,CityA,4329541601070598,819.34,38,5,187.83,14
24126,CityC,5971062967208679,561.55,59,8,107.08,14
24127,CityC,3579440909373688,412.12,92,5,209.39,9
